safebrowsing,malicious,token_count,ASNno,largest_path,largest_token,URL,sec_sen_word_cnt,IPaddress_presence,largest_domain,No_of_dots,host,Length_of_url,domain_token_count,avg_path_token,path_token_count,path,avg_token_length,avg_domain_token_length,Length_of_host
-1,1,2,-1,6,6,zgsysz.com,0,0,0,1,,10,0,4.5,2,zgsysz.com,4.5,0,0
-1,1,2,-1,7,7,oknarai.ru,0,0,0,1,,10,0,4.5,2,oknarai.ru,4.5,0,0
-1,1,5,-1,14,14,realinnovation.com/css/menu.js,0,0,0,2,,30,0,5.2,5,realinnovation.com/css/menu.js,5.2,0,0
-1,1,2,-1,17,17,hardcorepornparty.com,0,0,0,1,,21,0,10.0,2,hardcorepornparty.com,10.0,0,0
-1,1,3,-1,4,4,zous.szm.sk,0,0,0,2,,11,0,3.0,3,zous.szm.sk,3.0,0,0
-1,1,2,-1,9,9,noveslovo.com,0,0,0,1,,13,0,6.0,2,noveslovo.com,6.0,0,0
-1,1,2,-1,11,11,dimsnetwork.com,0,0,0,1,,15,0,7.0,2,dimsnetwork.com,7.0,0,0
-1,1,2,-1,10,10,luckyblank.info,0,0,0,1,,15,0,7.0,2,luckyblank.info,7.0,0,0
-1,1,2,-1,10,10,luckyclean.info,0,0,0,1,,15,0,7.0,2,luckyclean.info,7.0,0,0
-1,1,2,-1,10,10,luckyclear.info,0,0,0,1,,15,0,7.0,2,luckyclear.info,7.0,0,0
-1,1,2,-1,11,11,luckyeffect.info,0,0,0,1,,16,0,7.5,2,luckyeffect.info,7.5,0,0
-1,1,2,-1,9,9,luckyhalo.info,0,0,0,1,,14,0,6.5,2,luckyhalo.info,6.5,0,0
-1,1,2,-1,9,9,luckypure.info,0,0,0,1,,14,0,6.5,2,luckypure.info,6.5,0,0
-1,1,2,-1,10,10,luckyshine.info,0,0,0,1,,15,0,7.0,2,luckyshine.info,7.0,0,0
-1,1,2,-1,12,12,luckysuccess.info,0,0,0,1,,17,0,8.0,2,luckysuccess.info,8.0,0,0
-1,1,2,-1,9,9,luckysure.info,0,0,0,1,,14,0,6.5,2,luckysure.info,6.5,0,0
-1,1,2,-1,9,9,luckytidy.info,0,0,0,1,,14,0,6.5,2,luckytidy.info,6.5,0,0
-1,0,2,-1,6,6,google.com,0,0,0,1,,10,0,4.5,2,google.com,4.5,0,0
-1,0,2,-1,8,8,facebook.com,0,0,0,1,,12,0,5.5,2,facebook.com,5.5,0,0
-1,0,2,-1,7,7,youtube.com,0,0,0,1,,11,0,5.0,2,youtube.com,5.0,0,0
-1,0,2,-1,5,5,yahoo.com,0,0,0,1,,9,0,4.0,2,yahoo.com,4.0,0,0
-1,0,2,-1,5,5,baidu.com,0,0,0,1,,9,0,4.0,2,baidu.com,4.0,0,0
-1,0,2,-1,9,9,wikipedia.org,0,0,0,1,,13,0,6.0,2,wikipedia.org,6.0,0,0
-1,0,2,-1,3,3,qq.com,0,0,0,1,,6,0,2.5,2,qq.com,2.5,0,0
-1,0,2,-1,8,8,linkedin.com,0,0,0,1,,12,0,5.5,2,linkedin.com,5.5,0,0
-1,0,2,-1,4,4,live.com,0,0,0,1,,8,0,3.5,2,live.com,3.5,0,0
-1,0,2,-1,7,7,twitter.com,0,0,0,1,,11,0,5.0,2,twitter.com,5.0,0,0
-1,0,2,-1,6,6,amazon.com,0,0,0,1,,10,0,4.5,2,amazon.com,4.5,0,0
-1,0,2,-1,6,6,taobao.com,0,0,0,1,,10,0,4.5,2,taobao.com,4.5,0,0
-1,0,2,-1,8,8,blogspot.com,0,0,0,1,,12,0,5.5,2,blogspot.com,5.5,0,0
-1,0,3,-1,6,6,google.co.in,0,0,0,2,,12,0,3.3333333333333335,3,google.co.in,3.3333333333333335,0,0
-1,0,2,-1,9,9,wordpress.com,0,0,0,1,,13,0,6.0,2,wordpress.com,6.0,0,0
-1,0,3,-1,4,4,sina.com.cn,0,0,0,2,,11,0,3.0,3,sina.com.cn,3.0,0,0
-1,0,2,-1,6,6,yandex.ru,0,0,0,1,,9,0,4.0,2,yandex.ru,4.0,0,0
-1,0,3,-1,5,5,yahoo.co.jp,0,0,0,2,,11,0,3.0,3,yahoo.co.jp,3.0,0,0
-1,0,2,-1,4,4,bing.com,0,0,0,1,,8,0,3.5,2,bing.com,3.5,0,0
-1,0,2,-1,6,6,hao123.com,0,0,0,1,,10,0,4.5,2,hao123.com,4.5,0,0
-1,0,2,-1,6,6,google.de,0,0,0,1,,9,0,4.0,2,google.de,4.0,0,0
-1,0,2,-1,3,3,vk.com,0,0,0,1,,6,0,2.5,2,vk.com,2.5,0,0
-1,0,2,-1,4,4,ebay.com,0,0,0,1,,8,0,3.5,2,ebay.com,3.5,0,0
-1,0,2,-1,3,3,163.com,0,0,0,1,,7,0,3.0,2,163.com,3.0,0,0
-1,0,2,-1,17,17,googleusercontent.com,0,0,0,1,,21,0,10.0,2,googleusercontent.com,10.0,0,0
-1,0,3,-1,6,6,google.co.uk,0,0,0,2,,12,0,3.3333333333333335,3,google.co.uk,3.3333333333333335,0,0
-1,0,2,-1,6,6,tumblr.com,0,0,0,1,,10,0,4.5,2,tumblr.com,4.5,0,0
-1,0,2,-1,9,9,pinterest.com,0,0,0,1,,13,0,6.0,2,pinterest.com,6.0,0,0
-1,0,2,-1,6,6,google.fr,0,0,0,1,,9,0,4.0,2,google.fr,4.0,0,0
-1,0,2,-1,5,5,apple.com,0,0,0,1,,9,0,4.0,2,apple.com,4.0,0,0
-1,0,2,-1,3,3,msn.com,0,0,0,1,,7,0,3.0,2,msn.com,3.0,0,0
-1,0,3,-1,6,6,google.com.br,0,0,0,2,,13,0,3.6666666666666665,3,google.com.br,3.6666666666666665,0,0
-1,0,2,-1,5,5,weibo.com,0,0,0,1,,9,0,4.0,2,weibo.com,4.0,0,0
-1,0,2,-1,4,4,mail.ru,0,0,0,1,,7,0,3.0,2,mail.ru,3.0,0,0
-1,0,2,-1,9,9,microsoft.com,0,0,0,1,,13,0,6.0,2,microsoft.com,6.0,0,0
-1,0,3,-1,6,6,google.co.jp,0,0,0,2,,12,0,3.3333333333333335,3,google.co.jp,3.3333333333333335,0,0
-1,0,2,-1,4,4,soso.com,0,0,0,1,,8,0,3.5,2,soso.com,3.5,0,0
-1,0,2,-1,9,9,instagram.com,0,0,0,1,,13,0,6.0,2,instagram.com,6.0,0,0
-1,0,2,-1,3,3,ask.com,0,0,0,1,,7,0,3.0,2,ask.com,3.0,0,0
-1,0,2,-1,6,6,paypal.com,0,0,0,1,,10,0,4.5,2,paypal.com,4.5,0,0
-1,0,3,-1,6,6,google.com.hk,0,0,0,2,,13,0,3.6666666666666665,3,google.com.hk,3.6666666666666665,0,0
-1,0,2,-1,6,6,google.ru,0,0,0,1,,9,0,4.0,2,google.ru,4.0,0,0
-1,0,2,-1,7,7,blogger.com,0,0,0,1,,11,0,5.0,2,blogger.com,5.0,0,0
-1,0,2,-1,7,7,xvideos.com,0,0,0,1,,11,0,5.0,2,xvideos.com,5.0,0,0
-1,0,2,-1,6,6,google.it,0,0,0,1,,9,0,4.0,2,google.it,4.0,0,0
-1,0,2,-1,5,5,tmall.com,0,0,0,1,,9,0,4.0,2,tmall.com,4.0,0,0
-1,0,2,-1,4,4,imdb.com,0,0,0,1,,8,0,3.5,2,imdb.com,3.5,0,0
-1,0,2,-1,6,6,google.es,0,0,0,1,,9,0,4.0,2,google.es,4.0,0,0
-1,0,2,-1,10,10,craigslist.org,0,0,0,1,,14,0,6.5,2,craigslist.org,6.5,0,0
-1,0,2,-1,4,4,sohu.com,0,0,0,1,,8,0,3.5,2,sohu.com,3.5,0,0
-1,0,2,-1,3,3,360.cn,0,0,0,1,,6,0,2.5,2,360.cn,2.5,0,0
-1,0,2,-1,3,3,go.com,0,0,0,1,,6,0,2.5,2,go.com,2.5,0,0
-1,0,3,-1,3,3,bbc.co.uk,0,0,0,2,,9,0,2.3333333333333335,3,bbc.co.uk,2.3333333333333335,0,0
-1,0,2,-1,8,8,xhamster.com,0,0,0,1,,12,0,5.5,2,xhamster.com,5.5,0,0
-1,0,2,-1,13,13,stackoverflow.com,0,0,0,1,,17,0,8.0,2,stackoverflow.com,8.0,0,0
-1,0,3,-1,6,6,google.com.mx,0,0,0,2,,13,0,3.6666666666666665,3,google.com.mx,3.6666666666666665,0,0
-1,0,3,-1,6,6,amazon.co.jp,0,0,0,2,,12,0,3.3333333333333335,3,amazon.co.jp,3.3333333333333335,0,0
-1,0,2,-1,3,3,cnn.com,0,0,0,1,,7,0,3.0,2,cnn.com,3.0,0,0
-1,0,2,-1,6,6,neobux.com,0,0,0,1,,10,0,4.5,2,neobux.com,4.5,0,0
-1,0,2,-1,6,6,google.ca,0,0,0,1,,9,0,4.0,2,google.ca,4.0,0,0
-1,0,2,-1,3,3,fc2.com,0,0,0,1,,7,0,3.0,2,fc2.com,3.0,0,0
-1,0,2,-1,5,5,imgur.com,0,0,0,1,,9,0,4.0,2,imgur.com,4.0,0,0
-1,0,2,-1,5,5,youku.com,0,0,0,1,,9,0,4.0,2,youku.com,4.0,0,0
-1,0,2,-1,9,9,wordpress.org,0,0,0,1,,13,0,6.0,2,wordpress.org,6.0,0,0
-1,0,2,-1,4,4,vube.com,0,0,0,1,,8,0,3.5,2,vube.com,3.5,0,0
-1,0,2,-1,6,6,flickr.com,0,0,0,1,,10,0,4.5,2,flickr.com,4.5,0,0
-1,0,3,-1,4,4,espn.go.com,0,0,0,2,,11,0,3.0,3,espn.go.com,3.0,0,0
-1,0,2,-1,7,7,alibaba.com,0,0,0,1,,11,0,5.0,2,alibaba.com,5.0,0,0
-1,0,2,-1,13,13,odnoklassniki.ru,0,0,0,1,,16,0,7.5,2,odnoklassniki.ru,7.5,0,0
-1,0,2,-1,7,7,conduit.com,0,0,0,1,,11,0,5.0,2,conduit.com,5.0,0,0
-1,0,2,-1,12,12,thepiratebay.sx,0,0,0,1,,15,0,7.0,2,thepiratebay.sx,7.0,0,0
-1,0,2,-1,8,8,akamaihd.net,0,0,0,1,,12,0,5.5,2,akamaihd.net,5.5,0,0
-1,0,2,-1,14,14,huffingtonpost.com,0,0,0,1,,18,0,8.5,2,huffingtonpost.com,8.5,0,0
-1,0,2,-1,6,6,adcash.com,0,0,0,1,,10,0,4.5,2,adcash.com,4.5,0,0
-1,0,2,-1,2,2,t.co,0,0,0,1,,4,0,1.5,2,t.co,1.5,0,0
-1,0,2,-1,6,6,amazon.de,0,0,0,1,,9,0,4.0,2,amazon.de,4.0,0,0
-1,0,3,-1,6,6,google.com.tr,0,0,0,2,,13,0,3.6666666666666665,3,google.com.tr,3.6666666666666665,0,0
-1,0,2,-1,7,7,godaddy.com,0,0,0,1,,11,0,5.0,2,godaddy.com,5.0,0,0
-1,0,2,-1,7,7,pornhub.com,0,0,0,1,,11,0,5.0,2,pornhub.com,5.0,0,0
-1,0,2,-1,8,8,blogspot.in,0,0,0,1,,11,0,5.0,2,blogspot.in,5.0,0,0
-1,0,2,-1,5,5,about.com,0,0,0,1,,9,0,4.0,2,about.com,4.0,0,0
-1,0,2,-1,3,3,ku6.com,0,0,0,1,,7,0,3.0,2,ku6.com,3.0,0,0
-1,0,2,-1,4,4,ebay.de,0,0,0,1,,7,0,3.0,2,ebay.de,3.0,0,0
-1,0,2,-1,6,6,reddit.com,0,0,0,1,,10,0,4.5,2,reddit.com,4.5,0,0
-1,0,3,-1,8,8,bp.blogspot.com,0,0,0,2,,15,0,4.333333333333333,3,bp.blogspot.com,4.333333333333333,0,0
-1,0,3,-1,6,6,google.com.au,0,0,0,2,,13,0,3.6666666666666665,3,google.com.au,3.6666666666666665,0,0
-1,0,2,-1,5,5,adobe.com,0,0,0,1,,9,0,4.0,2,adobe.com,4.0,0,0
-1,0,3,-1,3,3,uol.com.br,0,0,0,2,,10,0,2.6666666666666665,3,uol.com.br,2.6666666666666665,0,0
-1,0,2,-1,6,6,google.pl,0,0,0,1,,9,0,4.0,2,google.pl,4.0,0,0
-1,0,3,-1,4,4,ebay.co.uk,0,0,0,2,,10,0,2.6666666666666665,3,ebay.co.uk,2.6666666666666665,0,0
-1,0,2,-1,7,7,netflix.com,0,0,0,1,,11,0,5.0,2,netflix.com,5.0,0,0
-1,0,2,-1,11,11,dailymotion.com,0,0,0,1,,15,0,7.0,2,dailymotion.com,7.0,0,0
-1,0,2,-1,4,4,cnet.com,0,0,0,1,,8,0,3.5,2,cnet.com,3.5,0,0
-1,0,3,-1,6,6,delta-search.com,0,0,0,1,,16,0,4.666666666666667,3,delta-search.com,4.666666666666667,0,0
-1,0,3,-1,9,9,dailymail.co.uk,0,0,0,2,,15,0,4.333333333333333,3,dailymail.co.uk,4.333333333333333,0,0
-1,0,3,-1,7,7,rakuten.co.jp,0,0,0,2,,13,0,3.6666666666666665,3,rakuten.co.jp,3.6666666666666665,0,0
-1,0,2,-1,10,10,aliexpress.com,0,0,0,1,,14,0,6.5,2,aliexpress.com,6.5,0,0
-1,0,2,-1,3,3,aol.com,0,0,0,1,,7,0,3.0,2,aol.com,3.0,0,0
-1,0,2,-1,3,3,dce.edu,0,0,0,1,,7,0,3.0,2,dce.edu,3.0,0,0
-1,0,2,-1,6,6,google.com,0,0,0,1,,10,0,4.5,2,google.com,4.5,0,0
-1,0,14,-1,13,13,stackoverflow.com/questions/8551735/how-do-i-run-python-code-from-sublime-text-2,0,0,0,1,,80,0,4.785714285714286,14,stackoverflow.com/questions/8551735/how-do-i-run-python-code-from-sublime-text-2,4.785714285714286,0,0
-1,1,11,-1,62,62,paypal.com.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d.222studio.com/UK/,2,0,0,9,,124,0,10.272727272727273,11,paypal.com.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d.222studio.com/UK/,10.272727272727273,0,0
-1,1,6,-1,11,11,paypal-manager-login.net/konflikt/66211165125/,1,0,0,1,,46,0,6.666666666666667,6,paypal-manager-login.net/konflikt/66211165125/,6.666666666666667,0,0
-1,1,6,-1,11,11,paypal-manager-loesung.net/konflikt/66211165125/,0,0,0,1,,48,0,7.0,6,paypal-manager-loesung.net/konflikt/66211165125/,7.0,0,0
-1,1,6,-1,11,11,paypal-manager-account.net/konflikt/66211165125/,1,0,0,1,,48,0,7.0,6,paypal-manager-account.net/konflikt/66211165125/,7.0,0,0
-1,1,9,-1,10,10,www.paypal-manager-account.net/konflikt/6222649185/index.php,1,0,0,3,,60,0,5.777777777777778,9,www.paypal-manager-account.net/konflikt/6222649185/index.php,5.777777777777778,0,0
-1,1,9,-1,11,11,www.paypal-manager-login.net/konflikt/79235228200/index.php,1,0,0,3,,59,0,5.666666666666667,9,www.paypal-manager-login.net/konflikt/79235228200/index.php,5.666666666666667,0,0
-1,1,7,-1,7,7,paypal.com.laveaki.com.br/PayPal.com/,0,0,0,5,,37,0,4.285714285714286,7,paypal.com.laveaki.com.br/PayPal.com/,4.285714285714286,0,0
-1,1,25,-1,33,64,paypal.com.client.identifiant.compte.clefs.informations.upgarde.mon.compte.personnel.ghs56hge556rg4h6qe4th654f84e84r8e.hopitalveterinairedrummond.com/a/payp/Updateto0/index/web/paypal/login/?cmd=_home&dispatch=a430fedacc1fa4f0b709f55224ba5c0ea430fedacc1fa4f0b709f55224ba5c0e,1,0,0,13,,274,0,8.047619047619047,21,paypal.com.client.identifiant.compte.clefs.informations.upgarde.mon.compte.personnel.ghs56hge556rg4h6qe4th654f84e84r8e.hopitalveterinairedrummond.com/a/payp/Updateto0/index/web/paypal/login/,9.96,0,0
-1,1,5,-1,7,7,msd2003.com/rche/index.htm,0,0,0,2,,26,0,4.4,5,msd2003.com/rche/index.htm,4.4,0,0
-1,1,8,-1,10,10,paypal-manager-loesung.net/konflikt/6624985147/index.php,0,0,0,2,,56,0,6.125,8,paypal-manager-loesung.net/konflikt/6624985147/index.php,6.125,0,0
-1,1,9,-1,9,9,eadideal.com.br/conteudos/material/66/Netzro-Login.html,0,0,0,3,,55,0,5.222222222222222,9,eadideal.com.br/conteudos/material/66/Netzro-Login.html,5.222222222222222,0,0
-1,1,11,-1,6,32,tahmid.ir/user/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=669498ee5d0b4b381fd2bb1cceb52112,0,0,0,1,,97,0,4.0,3,tahmid.ir/user/,7.818181818181818,0,0
-1,1,13,-1,21,21,208.115.247.198/paypal.com.au.434324.fdsfsd32423423.fadfafas.3423423432fsfdafsdfsd/index1.php,0,1,0,10,,93,0,6.230769230769231,13,208.115.247.198/paypal.com.au.434324.fdsfsd32423423.fadfafas.3423423432fsfdafsdfsd/index1.php,6.230769230769231,0,0
-1,1,12,-1,9,9,www.paypal-manager-service.net/konflikt/785549116/index.php?webapps=/mpp/verkaufen,0,0,0,3,,82,0,5.666666666666667,9,www.paypal-manager-service.net/konflikt/785549116/index.php,5.833333333333333,0,0
-1,1,7,-1,32,32,www.nervemobilization.com/update/06bb5b5bd8b1be54b78648f4993a1de1/protect.html,0,0,0,3,,78,0,10.285714285714286,7,www.nervemobilization.com/update/06bb5b5bd8b1be54b78648f4993a1de1/protect.html,10.285714285714286,0,0
-1,1,7,-1,32,32,www.nervemobilization.com/update/15f58e7e4a736e2cd442b733e8755716/protect.html,0,0,0,3,,78,0,10.285714285714286,7,www.nervemobilization.com/update/15f58e7e4a736e2cd442b733e8755716/protect.html,10.285714285714286,0,0
-1,1,7,-1,11,11,sionaviatur.ru/wp-includes/syystemyj/index50.htm,0,0,0,2,,48,0,6.0,7,sionaviatur.ru/wp-includes/syystemyj/index50.htm,6.0,0,0
-1,1,7,-1,6,6,208.115.247.197/au/index1.php,0,1,0,4,,29,0,3.2857142857142856,7,208.115.247.197/au/index1.php,3.2857142857142856,0,0
-1,1,11,-1,13,13,toc.cl/wp-admin/www.sparkasse.de/online-banking.aktualisieren.htm,1,0,0,5,,65,0,5.0,11,toc.cl/wp-admin/www.sparkasse.de/online-banking.aktualisieren.htm,5.0,0,0
-1,1,10,-1,10,10,paristokyo.biz/trouvay-cauvin.co.uk/includes/AOL/index.php,0,0,0,4,,58,0,4.9,10,paristokyo.biz/trouvay-cauvin.co.uk/includes/AOL/index.php,4.9,0,0
-1,1,8,-1,14,14,fenixexpressgc.com/cooljoe/CLICK/CLICK/index.php.htm,0,0,0,3,,52,0,5.625,8,fenixexpressgc.com/cooljoe/CLICK/CLICK/index.php.htm,5.625,0,0
-1,1,13,-1,10,10,arbiitours.com/wp-content/plugins/contact-form-777/images/online/login.jsp.html,1,0,0,3,,79,0,5.153846153846154,13,arbiitours.com/wp-content/plugins/contact-form-777/images/online/login.jsp.html,5.153846153846154,0,0
-1,1,20,-1,34,34,ruthdunn.org/paypal.co.uk.c17d1db50d22aa998bed4a8d7855d5fa03/ffd12b054185e4e1b246b1abc08efb1a/cgi-bin/en/account/login/index.php%5B%2A%2Aqmark%2A%2A%5D,2,0,0,5,,151,0,6.6,20,ruthdunn.org/paypal.co.uk.c17d1db50d22aa998bed4a8d7855d5fa03/ffd12b054185e4e1b246b1abc08efb1a/cgi-bin/en/account/login/index.php%5B%2A%2Aqmark%2A%2A%5D,6.6,0,0
-1,1,3,-1,19,19,civilwarvetswastate.com/gxy/,0,0,0,1,,28,0,8.333333333333334,3,civilwarvetswastate.com/gxy/,8.333333333333334,0,0
-1,1,8,-1,8,8,200.98.128.198/testax14/p/itant.html,0,1,0,4,,36,0,3.625,8,200.98.128.198/testax14/p/itant.html,3.625,0,0
-1,1,7,-1,9,9,itau.servehttp.com/seguro/processo-adesao.php,0,0,0,3,,45,0,5.571428571428571,7,itau.servehttp.com/seguro/processo-adesao.php,5.571428571428571,0,0
-1,1,5,-1,17,17,www.yenimodamodelleri.com/wp_log/Admin/,0,0,0,2,,39,0,6.8,5,www.yenimodamodelleri.com/wp_log/Admin/,6.8,0,0
-1,1,7,-1,12,12,itauguardiao.servehttp.com/blindado/processo-adesao.php,0,0,0,3,,55,0,7.0,7,itauguardiao.servehttp.com/blindado/processo-adesao.php,7.0,0,0
-1,1,8,-1,10,10,www.terrario.org/libraries/jscrop/javascript/ver_2.25/,0,0,0,3,,54,0,5.75,8,www.terrario.org/libraries/jscrop/javascript/ver_2.25/,5.75,0,0
-1,1,7,-1,19,19,bomberospuertomontt.cl/modules/0299970236/24185239539553/index2.php,0,0,0,2,,67,0,8.714285714285714,7,bomberospuertomontt.cl/modules/0299970236/24185239539553/index2.php,8.714285714285714,0,0
-1,1,6,-1,15,15,bitayamashina.ru/8411305558/349325931520424/index2.php,0,0,0,2,,54,0,8.166666666666666,6,bitayamashina.ru/8411305558/349325931520424/index2.php,8.166666666666666,0,0
-1,1,10,-1,14,14,ba.dabed1.client.atlantech.net/modules/9065527929/24185239539553/index2.php,0,0,0,5,,75,0,6.6,10,ba.dabed1.client.atlantech.net/modules/9065527929/24185239539553/index2.php,6.6,0,0
-1,1,15,-1,36,36,us.payment.playpal.com.websrc.cmd.8d84f4d5s4f555sd4f8s54f5s48s8s8s5d4f.login.account.554f8sd8sd8.legacyfive.biz/verification/Comp/Comp/,2,0,0,11,,135,0,8.0,15,us.payment.playpal.com.websrc.cmd.8d84f4d5s4f555sd4f8s54f5s48s8s8s5d4f.login.account.554f8sd8sd8.legacyfive.biz/verification/Comp/Comp/,8.0,0,0
